Bleak;Dark Ages (Limited Edition);Soulfly;2005;297;11;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2005 - Dark Ages\11 - Bleak.mp3
(The) March;Dark Ages (Limited Edition);Soulfly;2005;79;12;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2005 - Dark Ages\12 - (The) March.mp3
13 - Fuel The Hate (feat. Chico Science & Nação Zumbi);;;;0;0;;D:\MUSICA\Soulfly\2005 - Dark Ages\13 - Fuel The Hate (feat. Chico Science & Nação Zumbi).mp3
Staystrong (Feat. Ritchie Cavalera);Dark Ages (Limited Edition);Soulfly;2005;494;14;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2005 - Dark Ages\14 - Staystrong (feat. Ritchie Cavalera).mp3
Soulfly V;Dark Ages (Limited Edition);Soulfly;2005;654;15;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2005 - Dark Ages\15 - Soulfly V.mp3
Salmo-91 (Bonus Track);Dark Ages (Limited Edition);Soulfly;2005;264;16;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2005 - Dark Ages\16 - Salmo-91 (Bonus track).mp3
Prophecy (Live At Metalmania Festival 2004) (Bonus Track);Dark Ages (Limited Edition);Soulfly;2005;207;17;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2005 - Dark Ages\17 - Prophecy (Live at Metalmania Festival 2004) (Bonus track).mp3
Seek 'N' Strike (Live At Metalmania Festival 2004) (Bonus Track);Dark Ages (Limited Edition);Soulfly;2005;255;18;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2005 - Dark Ages\18 - Seek 'N' Strike (Live at Metalmania Festival 2004) (Bonus track).mp3
Blood Fire War Hate (Feat. David Vincent);Conquer (Collector'S Edition);Soulfly;2008;299;1;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\01 - Blood Fire War Hate (feat. David Vincent).mp3
Unleash (Feat. Dave Peters);Conquer (Collector'S Edition);Soulfly;2008;311;2;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\02 - Unleash (feat. Dave Peters).mp3
Paranoia;Conquer (Collector'S Edition);Soulfly;2008;331;3;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\03 - Paranoia.mp3
Warmageddon;Conquer (Collector'S Edition);Soulfly;2008;323;4;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\04 - Warmageddon.mp3
Enemy Ghost;Conquer (Collector'S Edition);Soulfly;2008;182;5;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\05 - Enemy Ghost.mp3
Rough;Conquer (Collector'S Edition);Soulfly;2008;210;6;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\06 - Rough.mp3
Fall Of The Sycophants;Conquer (Collector'S Edition);Soulfly;2008;312;7;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\07 - Fall Of The Sycophants.mp3
Doom;Conquer (Collector'S Edition);Soulfly;2008;300;8;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\08 - Doom.mp3
For Those About To Rot;Conquer (Collector'S Edition);Soulfly;2008;408;9;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\09 - For Those About To Rot.mp3
Touching The Void;Conquer (Collector'S Edition);Soulfly;2008;446;10;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\10 - Touching The Void.mp3
Soulfly Vi;Conquer (Collector'S Edition);Soulfly;2008;323;11;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\11 - Soulfly VI.mp3
Mypath (Bonus Track);Conquer (Collector'S Edition);Soulfly;2008;286;12;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\12 - Mypath (Bonus track).mp3
Sailing On (Bad Brains Cover) (Bonus Track);Conquer (Collector'S Edition);Soulfly;2008;283;13;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\13 - Sailing On (Bad Brains cover) (Bonus track).mp3
The Beautiful People (Marilyn Manson Cover) (Bonus Track);Conquer (Collector'S Edition);Soulfly;2008;265;14;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2008 - Conquer\14 - The Beautiful People (Marilyn Manson cover) (Bonus track).mp3
Bloodbath & Beyond;Omen (Deluxe Edition);Soulfly;2010;151;1;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\01 - Bloodbath & Beyond.mp3
Rise Of The Fallen (Feat. Greg Puciato);Omen (Deluxe Edition);Soulfly;2010;274;2;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\02 - Rise Of The Fallen (feat. Greg Puciato).mp3
Great Depression;Omen (Deluxe Edition);Soulfly;2010;238;3;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\03 - Great Depression.mp3
Lethal Injection (Feat. Tommy Victor);Omen (Deluxe Edition);Soulfly;2010;185;4;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\04 - Lethal Injection (feat. Tommy Victor).mp3
Kingdom;Omen (Deluxe Edition);Soulfly;2010;235;5;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\05 - Kingdom.mp3
Jeffrey Dahmer;Omen (Deluxe Edition);Soulfly;2010;173;6;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\06 - Jeffrey Dahmer.mp3
Off With Their Heads;Omen (Deluxe Edition);Soulfly;2010;263;7;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\07 - Off With Their Heads.mp3
Vulture Culture;Omen (Deluxe Edition);Soulfly;2010;242;8;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\08 - Vulture Culture.mp3
Mega-Doom;Omen (Deluxe Edition);Soulfly;2010;185;9;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\09 - Mega-Doom.mp3
Counter Sabotage;Omen (Deluxe Edition);Soulfly;2010;230;10;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\10 - Counter Sabotage.mp3
Soulfly Vii;Omen (Deluxe Edition);Soulfly;2010;265;11;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\11 - Soulfly VII.mp3
Four Sticks (Led Zeppelin Cover) (Bonus Track);Omen (Deluxe Edition);Soulfly;2010;281;12;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\12 - Four Sticks (Led Zeppelin cover) (Bonus track).mp3
Refuse/Resist (Sepultura Cover) (Bonus Track);Omen (Deluxe Edition);Soulfly;2010;191;13;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\13 - Refuse_Resist (Sepultura cover) (Bonus track).mp3
Your Life, My Life (Excel Cover) (Bonus Track);Omen (Deluxe Edition);Soulfly;2010;195;14;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2010 - Omen\14 - Your Life, My Life (Excel cover) (Bonus track).mp3
Resistance;Enslaved (Deluxe Edition);Soulfly;2012;113;1;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\01 - Resistance.mp3
World Scum (Feat. Travis Ryan);Enslaved (Deluxe Edition);Soulfly;2012;320;2;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\02 - World Scum (feat. Travis Ryan).mp3
Intervention;Enslaved (Deluxe Edition);Soulfly;2012;236;3;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\03 - Intervention.mp3
Gladiator;Enslaved (Deluxe Edition);Soulfly;2012;299;4;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\04 - Gladiator.mp3
Legions;Enslaved (Deluxe Edition);Soulfly;2012;259;5;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\05 - Legions.mp3
American Steel;Enslaved (Deluxe Edition);Soulfly;2012;255;6;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\06 - American Steel.mp3
Redemption Of Man By God (Feat. Dez Fafara);Enslaved (Deluxe Edition);Soulfly;2012;316;7;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\07 - Redemption Of Man By God (feat. Dez Fafara).mp3
Treachery;Enslaved (Deluxe Edition);Soulfly;2012;350;8;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\08 - Treachery.mp3
Plata O Plomo;Enslaved (Deluxe Edition);Soulfly;2012;293;9;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\09 - Plata O Plomo.mp3
Chains;Enslaved (Deluxe Edition);Soulfly;2012;439;10;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\10 - Chains.mp3
Revengeance (Feat. Richie, Zyon & Igor Cavalera Jr.);Enslaved (Deluxe Edition);Soulfly;2012;345;11;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\11 - Revengeance (feat. Richie, Zyon & Igor Cavalera Jr.).mp3
Slave (Bonus Track);Enslaved (Deluxe Edition);Soulfly;2012;232;12;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\12 - Slave (Bonus track).mp3
Bastard (Bonus Track);Enslaved (Deluxe Edition);Soulfly;2012;238;13;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\13 - Bastard (Bonus track).mp3
Soulfly Viii (Feat. Tim Sadow) (Bonus Track);Enslaved (Deluxe Edition);Soulfly;2012;265;14;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\14 - Soulfly VIII (feat. Tim Sadow) (Bonus track).mp3
Downstroy (Live) (Bonus Track);Enslaved (Japanese Edition);Soulfly;2012;188;14;Groove Metal/Death Metal;D:\MUSICA\Soulfly\2012 - Enslaved\2012 - Enslaved (Japanese Edition)\14 - Downstroy (Live) (Bonus track).mp3
Bloodshed;Savages (Deluxe Edition);Soulfly;2013;416;1;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\01 - Bloodshed.mp3
Cannibal Holocaust;Savages (Deluxe Edition);Soulfly;2013;210;2;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\02 - Cannibal Holocaust.mp3
Fallen;Savages (Deluxe Edition);Soulfly;2013;356;3;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\03 - Fallen.mp3
04 - Ayatollah Of Rock ‘N’ Rolla (feat. Neil Fallon);;;;0;0;;D:\MUSICA\Soulfly\2013 - Savages\04 - Ayatollah Of Rock ‘N’ Rolla (feat. Neil Fallon).mp3
Master Of Savagery;Savages (Deluxe Edition);Soulfly;2013;311;5;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\05 - Master Of Savagery.mp3
Spiral;Savages (Deluxe Edition);Soulfly;2013;334;6;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\06 - Spiral.mp3
This Is Violence;Savages (Deluxe Edition);Soulfly;2013;263;7;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\07 - This Is Violence.mp3
K.C.S. (Feat. Mitch Harris);Savages (Deluxe Edition);Soulfly;2013;316;8;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\08 - K.C.S. (feat. Mitch Harris).mp3
El Comegente;Savages (Deluxe Edition);Soulfly;2013;498;9;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\09 - El Comegente.mp3
Soulfliktion;Savages (Deluxe Edition);Soulfly;2013;344;10;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\10 - Soulfliktion.mp3
Fuck Reality (Bonus Track);Savages (Deluxe Edition);Soulfly;2013;326;11;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\11 - Fuck Reality (Bonus track).mp3
Soulfly Ix (Bonus Track);Savages (Deluxe Edition);Soulfly;2013;356;12;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2013 - Savages\12 - Soulfly IX (Bonus track).mp3
We Sold Our Souls To Metal;Archangel (Special Edition);Soulfly;2015;181;1;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\01 - We Sold Our Souls To Metal.mp3
Archangel;Archangel (Special Edition);Soulfly;2015;288;2;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\02 - Archangel.mp3
Sodomites (Feat. Todd Jones);Archangel (Special Edition);Soulfly;2015;236;3;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\03 - Sodomites (feat. Todd Jones).mp3
Ishtar Rising;Archangel (Special Edition);Soulfly;2015;166;4;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\04 - Ishtar Rising.mp3
Live Life Hard! (Feat. Matt Young);Archangel (Special Edition);Soulfly;2015;237;5;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\05 - Live Life Hard! (feat. Matt Young).mp3
Shamash;Archangel (Special Edition);Soulfly;2015;229;6;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\06 - Shamash.mp3
Bethlehem'S Blood;Archangel (Special Edition);Soulfly;2015;259;7;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\07 - Bethlehem's Blood.mp3
Titans;Archangel (Special Edition);Soulfly;2015;285;8;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\08 - Titans.mp3
Deceiver;Archangel (Special Edition);Soulfly;2015;164;9;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\09 - Deceiver.mp3
Mother Of Dragons (Feat. Richie Cavalera, Igor Cavalera Jr. And Anahid M.O.P.);Archangel (Special Edition);Soulfly;2015;162;10;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\10 - Mother Of Dragons (feat. Richie Cavalera, Igor Cavalera Jr. and Anahid M.O.P.).mp3
You Suffer (Napalm Death Cover) (Bonus Track);Archangel (Special Edition);Soulfly;2015;10;11;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\11 - You Suffer (Napalm Death cover) (Bonus track).mp3
Acosador Nocturno (Bonus Track);Archangel (Special Edition);Soulfly;2015;166;12;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\12 - Acosador Nocturno (Bonus track).mp3
Soulfly X (Bonus Track);Archangel (Special Edition);Soulfly;2015;343;13;Groove Metal/Thrash Metal;D:\MUSICA\Soulfly\2015 - Archangel\13 - Soulfly X (Bonus track).mp3
Ritual;Ritual;Soulfly;2018;295;1;Metal;D:\MUSICA\Soulfly\2018 - Ritual\01 Ritual.mp3
Dead Behind The Eyes;Ritual;Soulfly;2018;318;2;Metal;D:\MUSICA\Soulfly\2018 - Ritual\02 Dead Behind the Eyes.mp3
The Summoning;Ritual;Soulfly;2018;255;3;Metal;D:\MUSICA\Soulfly\2018 - Ritual\03 The Summoning.mp3
Evil Empowered;Ritual;Soulfly;2018;214;4;Metal;D:\MUSICA\Soulfly\2018 - Ritual\04 Evil Empowered.mp3
Under Rapture;Ritual;Soulfly;2018;343;5;Metal;D:\MUSICA\Soulfly\2018 - Ritual\05 Under Rapture.mp3
Demonized;Ritual;Soulfly;2018;283;6;Metal;D:\MUSICA\Soulfly\2018 - Ritual\06 Demonized.mp3
Blood On The Street;Ritual;Soulfly;2018;273;7;Metal;D:\MUSICA\Soulfly\2018 - Ritual\07 Blood on the Street.mp3
Bite The Bullet;Ritual;Soulfly;2018;232;8;Metal;D:\MUSICA\Soulfly\2018 - Ritual\08 Bite the Bullet.mp3
Feedback!;Ritual;Soulfly;2018;181;9;Metal;D:\MUSICA\Soulfly\2018 - Ritual\09 Feedback!.mp3
Soulfly Xi;Ritual;Soulfly;2018;206;10;Metal;D:\MUSICA\Soulfly\2018 - Ritual\10 Soulfly XI.mp3
